x,y
-18.339966536634485,6.263252371079261
-17.895213536964683,5.8738590043574845
-17.45045952708376,5.4844504123240085
-17.005705517202827,5.095041820290518
-16.719386101134653,4.695120971257737
-17.108794566891753,4.25036505821285
-17.49820112948489,3.8056092714443253
-17.54581125181182,3.245136263948126
-17.552067081407806,2.670662033230002
-17.941473644000943,2.225906246461534
-18.330881216805203,1.781165685004737
-18.863309919031096,1.6258396395776629
-19.448760297609773,1.5778191532459118
-19.83816686020291,1.133063366477387
-20.22757342279604,0.6883075797088907
-20.61697998538918,0.24355179294036589
-21.00638654798231,-0.20120399382810206
-21.19793637837813,-0.63283183443383
-20.7531823684972,-1.0222404264673344
-20.308429368827397,-1.4116337931890826
-19.863675358946466,-1.801042385222587
-19.418921349065535,-2.190450977256063
-19.15769865408705,-2.670547886620028
-19.1185620647723,-3.260391688167232
-19.079425475457555,-3.8502354897144357
-19.040288886142804,-4.44007929126164
-19.001153307039182,-5.029907867497116
-18.96201671772443,-5.619751669044319
-18.92288012840968,-6.209595470591523
-18.883743539094937,-6.799439272138727
-18.844606949780186,-7.389283073685931
-19.231532733577573,-7.8348682609763785
-19.62093929617071,-8.279624047744875
-20.130976766568843,-8.480258978169871
-20.720816761788114,-8.519395314931842
-21.12822303640445,-8.92772623999582
-21.517629598997583,-9.372482026764317
-21.907038064754683,-9.817237939809218
-22.296445637558946,-10.261978501265986
-22.581181988369046,-10.699789339081434
-22.136427978488115,-11.08919793111491
-21.691673968607184,-11.478606523148414
-21.140554370062112,-11.553841612258339
-20.55673028416801,-11.532476533952035
-20.11197627428708,-11.921885125985511
-19.66722226440615,-12.311293718019016
-19.12829169845734,-12.422525233166596
-18.538449800074098,-12.38338877012825
-18.087523677133213,-12.754556969268037
-17.64276966725228,-13.143965561301513
-17.42722791228835,-13.646637046656963
-17.388091322973608,-14.236480848204167
-16.994670902500097,-14.651255263579941
-16.549916892619166,-15.040663855613417
-16.50646403653603,-15.456699087456514
-16.895870599129168,-15.90145487422501
-17.285278171933427,-16.346195435681807
-17.674684734526565,-16.790951222450303
-18.064091297119703,-17.23570700921877
-18.155075221743893,-17.781502295483563
-18.115938632429142,-18.371346097030766
-18.07680305332552,-18.961174673266243
-18.03766646401077,-19.551018474813446
-17.998529874696025,-20.14086227636065
-17.707341512038973,-20.606155959728284
-17.26258750215804,-20.995564551761817
-16.784601981932227,-21.28680877399745
-16.194760083548992,-21.247672310959103
-15.60492008832972,-21.208535974197133
-15.015080093110448,-21.169399637435163
-14.425238194727207,-21.130263174396816
-13.835398199507935,-21.091126837634846
-13.2455563011247,-21.05199037459647
-12.722808065120581,-21.211028990835416
-12.27805405523965,-21.60043758286892
-11.8231336247392,-21.9598103322667
-11.233293629519927,-21.92067399550473
-10.719299165075029,-21.728049671430398
-10.32989450564586,-21.283294010938306
-9.94048603988876,-20.838538097893405
-9.973650753094155,-20.25071424750061
-9.886620087965845,-19.703590859679082
-9.49721542853667,-19.25883519918699
-9.10780696277957,-18.81407928614206
-8.718402303350402,-18.36932362564997
-8.328992827382173,-17.924582937916767
-8.158010837753707,-17.405868894729622
-8.197147427068458,-16.816025093182418
-8.23628300617208,-16.226196516946942
-8.275419595486824,-15.636352715399738
-8.314556184801575,-15.046508913852534
-8.167391165285494,-14.519740970721017
-7.777986505856326,-14.074985310228925
-7.380085616367566,-13.647420325097187
-6.790245621148294,-13.608283988335216
-6.200405625929022,-13.569147651573246
-5.6105618243818185,-13.530011062258495
-5.116345971192494,-13.773307367305534
-4.671590058147601,-14.162715833062663
-4.335017180021467,-14.605576947155186
-4.295880590706716,-15.19542074870239
-4.023491293395416,-15.670005535341062
-3.5787391866784546,-16.05941425365097
-3.208087984821802,-16.485440644757972
-3.168952405718187,-17.075269220993448
-3.129815816403436,-17.665113022540652
-3.0906792270886854,-18.254956824087856
-3.0515426377739345,-18.84480062563503
-3.0124060484591837,-19.434644427182235
-2.973270469355569,-20.02447300341771
-2.7653649837325105,-20.530923721871716
-2.3206090706876097,-20.920332187628787
-1.8956422565575863,-21.31105367529969
-2.2850507223146863,-21.75580958834459
-2.6744553817438543,-22.20056524883671
-2.537206099824594,-22.610361723436853
-2.0924539931076325,-22.999770441746733
-1.6476980800627317,-23.389178907503833
-1.20294597334577,-23.778587625813714
-0.7581900603008691,-24.167996091570814
-0.19059821053424741,-24.19457905672951
0.39924178468502447,-24.15544271996754
0.9890817799042964,-24.11630638320557
1.486052088878857,-23.889226349721355
1.875461564847086,-23.444485661988182
2.264870030604179,-22.99972974894328
2.654274690033347,-22.55497408845116
3.043683155790454,-22.11021817540626
3.4706474649633634,-22.231539604858256
3.915403378008257,-22.620948070615384
4.360155484725226,-23.010356788925236
4.80491139777012,-23.399765254682364
5.2496635044870885,-23.789173972992245
5.8241117042554436,-23.795498433749287
6.413951699474715,-23.756362096987317
7.003791694693987,-23.717225760225347
7.593631689913259,-23.678089423463376
8.183475491460463,-23.638952834148625
8.60917120102463,-23.267639241050915
8.99857966678173,-22.822883328006014
9.473487774860168,-22.551160733369272
10.06332777007944,-22.512024396607302
10.653167765298711,-22.47288805984533
11.243007760517983,-22.43375172308339
11.832847755737248,-22.39461538632142
12.352212209914669,-22.21285933687045
12.741620675671768,-21.76810342382555
13.13102533510093,-21.32334776333343
13.10934691121274,-20.73941066018429
13.07021133210911,-20.149582083948815
13.031074742794374,-19.55973828240161
