x,y
5.560303404474993,10.841792840256915
5.655687981110432,11.243913551382946
5.827740325708504,11.67927764145432
5.9997887047790215,12.11463169708935
5.653870384203188,12.325458299917528
5.218516328568157,12.497506678988032
4.783152238496754,12.669559023586118
4.555036542110557,13.05573441978629
4.36884848948246,13.485239312939171
4.4318225724134095,13.918812127336139
4.603874917011495,14.354176217407513
4.775923296081999,14.789530273042573
4.538290730912692,15.047289850889655
4.102926640841304,15.21934219548774
3.6675725852062726,15.391390574558244
3.232208495134884,15.563442919156302
2.7968544394998673,15.735491298226833
2.361490349428479,15.90754364282489
2.0837152246616313,16.242406176507558
1.89752717203352,16.67191106966044
1.8891029953144454,17.104318892307333
2.061155339912517,17.539682982378736
2.2332037189830345,17.975037038013767
2.4052520980535377,18.410391093648798
2.5773044426516094,18.845755183720172
2.749352821722127,19.28110923935523
2.9214051663201985,19.716473329426606
3.0934535453907017,20.151827385061637
3.2655058899887877,20.58719147513301
3.2823974150403643,21.020012957857716
3.0962123968666475,21.44951085102865
2.836042425258597,21.802573998951587
2.4006783351872087,21.97462634354966
1.9653242795521635,22.146674722620162
1.5315836979817163,22.219895492722372
1.102078804828821,22.033707440094275
0.6717620727597335,21.897558793128923
0.23639798268835932,22.069611137726994
-0.19895607294667172,22.24165951679751
-0.6336227533448806,22.371206497495933
-1.0631276464977617,22.185018444867836
-1.492632539650657,21.998830392239725
-1.9221304328215894,21.81264537406601
-2.3516353259744704,21.62645732143791
-2.7811402191273658,21.4402692688098
-3.210638112298298,21.254084250636083
-3.644298672125302,21.32226731478083
-4.079662762196676,21.494319659378903
-4.515016817831707,21.666368038449406
-4.950380907903096,21.83842038304749
-5.385734963538127,22.010468762117995
-5.821089019173158,22.182517141188498
-6.252536335492792,22.115270418067553
-6.682041228645673,21.92908236543944
-7.114654260419982,21.93340821167922
-7.550022316018939,22.10545052184095
-7.985379406108365,22.277505900893416
-8.417749786801323,22.26657838838672
-8.847254679954233,22.080390335758608
-9.276745573143188,21.894208352039286
-9.70625046629607,21.708020299411174
-10.135755359448979,21.521832246783077
-10.56526025260186,21.335644194154966
-10.99476514575474,21.149456141526855
-11.42427003890765,20.963268088898758
-11.853760932096606,20.777086105179436
-12.283265825249487,20.590898052551324
-12.712770718402396,20.404709999923213
-13.142275611555277,20.218521947295116
-13.571780504708158,20.032333894667005
-13.822707786697379,19.67332289335107
-13.994770165731808,19.23796276880725
-14.166815510347917,18.802601713190256
-13.930344942184107,18.544338415913984
-13.494990886549076,18.37229003684348
-13.059633796459664,18.200234657790986
-12.624265740860707,18.028192347629272
-12.188908650771282,17.856136968576806
-11.75355459513625,17.684088589506302
-11.318197505046811,17.512033210453836
-10.882829449447854,17.339990900292122
-10.447472359358443,17.167935521239627
-10.382305349740193,16.83541305606488
-10.554353728810696,16.40005900042985
-10.726399073426805,15.964697944812855
-10.541042373541018,15.684277061560977
-10.105685283451606,15.51222168250851
-9.670331227816575,15.340173303438007
-9.238287485475979,15.371381846212273
-8.80879659228701,15.55756382993161
-8.379291699134114,15.743751882559707
-7.949786805981233,15.929939935187832
-7.520281912828338,16.11612798781593
-7.090777019675443,16.302316040444026
-6.660342684272976,16.431613884525177
-6.224988628637945,16.259565505454674
-5.789631538548534,16.087510126402208
-5.355082461483704,15.96481394858796
-4.925577568330823,16.151002001216085
-4.496072675177928,16.337190053844182
-4.0665677820250465,16.52337810647228
-3.6370628888721512,16.709566159100405
-3.2025001249816967,16.585745019839095
-2.7671360349103225,16.41369267524101
-2.3317819792752914,16.241644296170506
-2.1068034174201102,15.852213057530463
-1.9206183992464076,15.422715164359516
-1.7344303466182964,14.993210271206635
-1.5482422939901852,14.563705378053754
-1.3620572758164826,14.134207484882808
-1.1758692231883714,13.704702591729927
-0.9896811705602602,13.275197698577045
-0.8034961523865434,12.845699805406099
-0.6173080997584464,12.416194912253218
-0.43112004713033514,11.986690019100337
-0.24493199450222392,11.557185125947427
-0.05874697632852133,11.127687232776509
0.11770728382411733,10.698020709091509
-0.05434109524638586,10.262666653456478
-0.2263934398444576,9.827302563385075
-0.40001898179913553,9.393476712968436
-0.8295238749520166,9.207288660340339
-1.259028768104912,9.021100607712214
-1.693625355426292,9.146553534207584
-2.128982445515703,9.31860891326005
-2.564336501150734,9.490657292330553
-2.9947233262966364,9.35860269956828
-3.4242282194495317,9.172414646940183
