x,y
-0.8013712142027032,7.677649349279591
-0.8880465715310493,7.674226020718947
-0.9747068198961131,7.670830282908014
-1.0613821772244592,7.6674069543474275
-1.1480575345527484,7.663983625786841
-1.234738495059645,7.660565475261706
-1.321413852387991,7.657142146701119
-1.4080948128948876,7.653723996175927
-1.4947701702232337,7.650300667615397
-1.5814248154097754,7.646899751768956
-1.6681057759166151,7.6434816012438205
-1.7547811332449612,7.640058272683234
-1.8414620937518578,7.6366401221581555
-1.9281374510802038,7.633216793597569
-2.0148184115871004,7.629798643072377
-2.101473056773642,7.626397727225992
-2.18814841410196,7.622974398665406
-2.2748293746087995,7.61955624814027
-2.3615047319371456,7.616132919579684
-2.448185692444042,7.6127147690545485
-2.5348610497723882,7.609291440493962
-2.6215364071007343,7.605868111933319
-2.7081966554658266,7.602472374122385
-2.7948720127941726,7.599049045561799
-2.8461745039567177,7.562936779226675
-2.8427619566101328,7.476260996755229
-2.8393438060849974,7.389580036248333
-2.8359312587384125,7.302904253776887
-2.8325187113918275,7.216228471305442
-2.829079848724888,7.129569923512804
-2.825667301378246,7.042894141041359
-2.8222491508531107,6.956213180534462
-2.8188366035065258,6.8695373980630166
-2.8154240561599693,6.782861615591571
-2.812005905634834,6.6961806550846745
-2.808593358288192,6.609504872613286
-2.8051544956213093,6.522846324820591
-2.8017419482746675,6.436170542349146
-2.798323797749532,6.349489581842249
-2.794911250402947,6.262813799370861
-2.7840837562967806,6.184161768578349
-2.697402795789884,6.187579919103484
-2.610727438461538,6.191003247664128
-2.5240671900964458,6.194398985475061
-2.4373918327681565,6.197822314035648
-2.3507164754398104,6.201245642596234
-2.2640355149329423,6.2046637931213695
-2.1773601576045962,6.208087121681956
-2.0906791970976997,6.211505272207091
-2.0040038397694104,6.214928600767735
-1.9173435914042614,6.218324338578668
-1.8306682340759721,6.221747667139255
-1.743992876747626,6.225170995699841
-1.6573119162407295,6.2285891462249765
-1.5706365589123834,6.232012474785563
-1.4839555984054869,6.235430625310755
-1.3972802410771976,6.238853953871342
-1.3759931153688285,6.171520343743339
-1.3725749648436931,6.084839383236442
-1.3691624174971082,5.998163600764997
-1.3657442669719444,5.9114826402581
-1.3623317196253595,5.824806857786655
-1.358913569100224,5.738125897279815
-1.3554803096118349,5.6514725275225715
-1.35206776226525,5.564796745051126
-1.3486496117401146,5.478115784544229
-1.3452370643934728,5.391440002072784
-1.3418189138683374,5.304759041565887
-1.3384063665217525,5.218083259094442
-1.3349938191751676,5.131407476623053
-1.3315549565082279,5.044748928830359
-1.328142409161643,4.958073146358913
-1.324724258636536,4.871392185852017
-1.3213117112898942,4.784716403380571
-1.3178935607647588,4.698035442873675
-1.314481013418174,4.611359660402343
-1.311068466071589,4.524683877930897
-1.3076296034046493,4.438025330138146
-1.3042170560580644,4.3513495476667
-1.300798905532929,4.264668587159861
-1.2973863581862872,4.177992804688415
-1.2939738108397023,4.09131702221697
-1.290555660314567,4.00463606171013
-1.287143112967982,3.9179602792386845
-1.2837042503010423,3.83130173144599
-1.2802917029544574,3.7446259489745444
-1.2768735524292936,3.657944988467648
-1.2734610050827087,3.5712692059962023
-1.2700484577361237,3.4845934235248137
-1.2826666042118404,3.4127320004661215
-1.3693419615401865,3.409308671905535
-1.4560022099052787,3.4059129340946015
-1.5426775672336248,3.402489605534015
-1.6293529245618856,3.3990662769734286
-1.7160338850687822,3.395648126448293
-1.8027092423971283,3.3922247978877067
-1.8893902029040248,3.3888066473625145
-1.976065560232371,3.385383318801928
-2.0627202054189127,3.3819824029555434
-2.149401165925809,3.378564252430408
-2.2360765232540984,3.3751409238698216
-2.322757483760995,3.371722773344686
-2.409432841089341,3.3682994447840997
-2.4961138015962376,3.3648812942589643
-2.5827684467827794,3.361480378412523
-2.6694438041111255,3.3580570498519364
-2.7318184618333134,3.301926032244296
-2.7906823687905558,3.2382290985246414
-2.8495669878896024,3.1745097520908416
-2.9084308948468447,3.110812818371187
-2.9673155139458345,3.0470934719373304
-3.026179420903077,2.9833965382176757
