image_name,image_file,mask_file,group,length,width,aspect_ratio,area,perimeter,surface_structure,solidity,circularity,R_median,G_median,B_median,R_mean,G_mean,B_mean,sR_median,sG_median,sB_median,sR_mean,sG_mean,sB_mean,rgb_0_r,rgb_0_g,rgb_0_b,rgb_1_r,rgb_1_g,rgb_1_b,rgb_2_r,rgb_2_g,rgb_2_b,rgb_3_r,rgb_3_g,rgb_3_b,rgb_0_frac,rgb_1_frac,rgb_2_frac,rgb_3_frac,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28,x_29,y_29,x_30,y_30,x_31,y_31,x_32,y_32,x_33,y_33,x_34,y_34,x_35,y_35,x_36,y_36,x_37,y_37,x_38,y_38,x_39,y_39,x_40,y_40,x_41,y_41,x_42,y_42,x_43,y_43,x_44,y_44,x_45,y_45,x_46,y_46,x_47,y_47,x_48,y_48,x_49,y_49
image_21,/app/images_aligned/image/extractions/image_21.png,/app/images_aligned/image/masks/image_21_mask.png,image,49,31,0.6326530612244898,1133,154.36753236814712,0.914404258247229,0.8531626506024096,0.5974861605048833,23.0,96.0,99.0,32.50446998722861,101.85185185185185,100.37037037037037,87.0,164.0,166.0,85.79948914431674,153.41379310344828,152.18007662835248,26,59,57,79,132,128,91,184,185,147,211,207,0.2471315092674316,0.24801412180052956,0.24889673433362755,0.2559576345984113,-0.2028740090441304,-0.02888891996670455,-0.1745413825398783,-0.0906516814145325,-0.20876694347705213,-0.14469382390495683,-0.26633828672791904,-0.1580771750981131,-0.27886486214124856,-0.21454968572868793,-0.2725033022923039,-0.2773130731277825,-0.31734304949401093,-0.32187677375194945,-0.30011952195310343,-0.3678579302595634,-0.24311063778304143,-0.3992293250148895,-0.18057264446683496,-0.4240936180438347,-0.13622728903177445,-0.46953693958955917,-0.07214755799590788,-0.49266945223962527,-0.018291846017335925,-0.5277851756185686,0.04467942037954714,-0.5189818813936786,0.09076504835216868,-0.4798954266307073,0.15243340930480015,-0.45094135383028106,0.20253007804882317,-0.41137769546063124,0.20987025357350333,-0.3471068302453445,0.23300262383554818,-0.28302704780907506,0.25613510115522575,-0.21894730402731924,0.28297377056740636,-0.16088257946331283,0.3467130565686455,-0.17325498437767153,0.3739024985148273,-0.11240921549152356,0.3811998425629856,-0.04825691134910963,0.3507747814068067,0.00497991681678131,0.3376100248073984,0.061062973618619544,0.3311793766504123,0.12440387460030233,0.2865479867680112,0.16981838825388168,0.23310543258803323,0.20607311242929888,0.2397344586459042,0.2628799052737668,0.22104777221137129,0.30932521693375475,0.1920936994109446,0.3709935778863864,0.1631396266105179,0.43266193883901816,0.10241101203951576,0.44359140214847,0.06759226600522548,0.4011621005118754,0.07641929903800536,0.33773702880056683,0.0178550535423041,0.34722381465069235,-0.025089246363689064,0.3944496104303243,-0.08929435120607129,0.40176573185420955,-0.14225398908952885,0.437732033167428,-0.19656958972027896,0.4722148243814315,-0.2590778375956035,0.45135268151088553,-0.26008205287350045,0.390823482478717,-0.25364276467200747,0.32746417934038713,-0.20905917777413238,0.28208850341909225,-0.18829529407083115,0.2195825033186522,-0.2114277521420454,0.15550275258025043,-0.24682353071451993,0.10139112027060233,-0.23467652310080492,0.03884624563732905,-0.20572245030037795,-0.022822115315303163
image_0,/app/images_aligned/image/extractions/image_0.png,/app/images_aligned/image/masks/image_0_mask.png,image,57,26,0.45614035087719296,1241,150.76955262170046,0.9961146900853602,0.9583011583011583,0.6860477640266153,186.0,182.0,131.0,184.8735632183908,179.01253918495297,129.3166144200627,221.0,219.0,189.0,220.1818181818182,217.04702194357367,187.29153605015674,177,174,150,215,213,183,221,219,189,228,224,194,0.2127316680096696,0.2610797743755036,0.23126510878323933,0.29492344883158744,-0.1790207142646529,0.0315457098508549,-0.18396853622771292,-0.02222202383679027,-0.18891635819077285,-0.07598975752443542,-0.19386418015383272,-0.12975749121208058,-0.19881200211689265,-0.18352522489972575,-0.20375982407995266,-0.23729295858737096,-0.2087076460430126,-0.291060692275016,-0.21365546800607252,-0.3448284259626614,-0.21860328996913247,-0.39859615965030676,-0.20333267324710522,-0.4369563526223892,-0.14956493955946012,-0.44190417458544917,-0.09579720587181499,-0.44685199654850954,-0.04202947218416994,-0.45179981851156914,0.011738261503475154,-0.4567476404746289,0.06550599519112027,-0.46169546243768944,0.11927372887876553,-0.46664328440074926,0.17304146256641076,-0.471591106363809,0.1936030199290175,-0.4353355181624474,0.19855084189207745,-0.38156778447480233,0.2034986638551373,-0.3278000507871575,0.2084464858181973,-0.27403231709951276,0.2133943077812572,-0.2202645834118678,0.2183421297443171,-0.1664968497242229,0.22328995170737703,-0.11272911603657812,0.2282377736704369,-0.05896138234893359,0.2331855956334969,-0.005193648661288808,0.23813341759655676,0.04857408502635598,0.24308123955961672,0.10234181871400076,0.22005310968698186,0.14754788080681516,0.19722038115223992,0.19303912633338538,0.20216820311529984,0.24680686002103017,0.18179720144742173,0.2930599052618164,0.14258159973000617,0.3262481515193319,0.10631128054340318,0.36449478862599,0.10940884930478999,0.4178885685098293,0.07129486325523278,0.42596063899346204,0.02480896582349321,0.4454998790752556,-0.028958767864151476,0.4504477010383152,-0.0645324549721176,0.4902639465610417,-0.09073919858774676,0.5284088936361909,-0.1340052609709829,0.5207263882570382,-0.13895308293404274,0.46695865456939367,-0.1439009048971026,0.41319092088174886,-0.1488487268601626,0.35942318719410343,-0.15379654882322277,0.3056554535064563,-0.15874437078628292,0.2518877198188091,-0.16369219274934305,0.1981199861311621,-0.16864001471240306,0.144352252443515,-0.17358783667546326,0.09058451875586847,-0.17853565863852341,0.0368167850682214
image_13,/app/images_aligned/image/extractions/image_13.png,/app/images_aligned/image/masks/image_13_mask.png,image,50,43,0.86,1438,171.58073580374355,0.8900222825325063,0.8860135551447936,0.6138068039951831,100.0,130.0,90.0,100.51304347826087,125.80386473429952,92.69565217391305,167.0,188.0,159.0,154.031884057971,172.34009661835748,147.456038647343,51,62,44,124,141,117,176,199,172,220,236,211,0.2482614742698192,0.25034770514603616,0.2482614742698192,0.25312934631432543,-0.20967756283513242,-0.0204458150248087,-0.20928740375990754,-0.08695695431966573,-0.2759769401656802,-0.051640662629978275,-0.34368527356076584,-0.05075792555195872,-0.39485756027721947,-0.08573072527521863,-0.34844084016403093,-0.1381358931861385,-0.3099913461480479,-0.17204768628723444,-0.3807221167448752,-0.19798162283082454,-0.35332479461729716,-0.25763949742560727,-0.2829367526105483,-0.27352009130144384,-0.23255713477031675,-0.3205444705231809,-0.16703558808963362,-0.3605153028676245,-0.11361265493508452,-0.3285505724339645,-0.0597661457760849,-0.37170894266067445,-0.02747897593500874,-0.4382769129680328,0.03965390347901354,-0.47215577811679305,0.08555245887993218,-0.5209186143371703,0.1530091626942964,-0.488772575091535,0.2196694410714962,-0.45549566892342347,0.28702112627934145,-0.422768639317024,0.3424121798077926,-0.36569764590313886,0.3754530147649769,-0.2981070405112933,0.4289623551980192,-0.23839782072888513,0.4369470957226411,-0.16221769464992603,0.4629570920431955,-0.10689674318723283,0.4702505222668507,-0.0325721372271486,0.4513359532734264,0.03233995831017961,0.4368017557814856,0.10558479531250844,0.3988241201273947,0.16957186569280924,0.35834851293011644,0.2333762378881168,0.31177025372426315,0.27955147011139975,0.2651427689365555,0.323865318629254,0.23946619177955128,0.39497753002606256,0.17241957949833006,0.42761134399636425,0.12031019151844699,0.3957184328804088,0.07498181944733653,0.3480973548939851,0.014215298742288999,0.30279131566920614,0.01199341818930253,0.37157285269539014,-0.03321378375466322,0.4018311089681004,-0.08370880927057739,0.43681202426545657,-0.15697579903782177,0.4531323107225224,-0.21340116933600148,0.4790813856628296,-0.25727740643749547,0.43312005977870127,-0.24518947169765518,0.3628996884182645,-0.22762736046159204,0.288484711051247,-0.23698126732352984,0.2130082974783679,-0.2543678298279193,0.14288797247777954,-0.27778751934392115,0.09804674424734594,-0.25150178608672163,0.03655167380260991,-0.21011492318852196,-0.012461019698985408
image_46,/app/images_aligned/image/extractions/image_46.png,/app/images_aligned/image/masks/image_46_mask.png,image,41,32,0.7804878048780488,503,187.4386001800126,0.6565020425407772,0.49703557312252966,0.17991185633033227,131.0,171.0,105.0,131.1237113402062,159.69072164948454,108.65979381443299,189.0,213.0,171.0,185.06185567010309,202.53608247422682,168.9278350515464,56,61,38,128,137,107,181,196,160,220,235,208,0.24055666003976142,0.2544731610337972,0.24453280318091453,0.26043737574552683,-0.061784298703105534,-0.06437155235386785,-0.15182202812597856,-0.12128062501685752,-0.25210124513012705,-0.1322433932389922,-0.35348776780615704,-0.13960948510433605,-0.4254473128038232,-0.1903176079283439,-0.48008571030101355,-0.2688731760909816,-0.3922476938039555,-0.31557186381786184,-0.2960352428579135,-0.28667559608241283,-0.2012483793445436,-0.25201816542159766,-0.11311175426327165,-0.19096729934494208,-0.04511585077603085,-0.12233977974078353,0.039836164832057284,-0.17439123571197546,0.044047429040454444,-0.2757003448112077,0.00826318245729512,-0.37192569542102016,0.03121092134074458,-0.46909487956260576,0.08718223461661133,-0.44160946188230615,0.08749652651993212,-0.3391202821194535,0.15137368763014533,-0.3906636245132647,0.19201192091877445,-0.36857605573908364,0.2277065508537917,-0.2728441697004323,0.2527260775859532,-0.1855567520772995,0.3371524285618114,-0.22837089492475124,0.3786180399079652,-0.1659477952042239,0.37112354954042037,-0.0656215958099998,0.3343404328951567,0.011871811936347012,0.3115000670617532,0.10996108606874326,0.24520226926105926,0.12614119125865117,0.27337271902113935,0.030743903013969183,0.22576091867880288,-0.049235337767554586,0.1478521671802743,-0.006568201612054083,0.08386217801359674,0.04353898051391063,0.10285022546458024,0.1490569458684537,0.09095380659637724,0.24934123032476022,0.06544033426998164,0.3464991001121935,0.048550004093214104,0.4448179241607291,-0.013903983303353296,0.5309051204373941,-0.11349265749552544,0.5217677485204764,-0.20503329183895014,0.4744303549884441,-0.28744563743269436,0.4202804231065802,-0.29268755827481796,0.3438319832836241,-0.22723619796760122,0.3136347798648066,-0.1674700860825876,0.37498856572916717,-0.11309856182254753,0.45663228983187504,-0.027564150070566364,0.4055820754982561,0.005221949951762994,0.3174359520492862,0.01881801702444066,0.21886693121233652,0.023767654564494572,0.11696531897505952,0.059744653062163706,0.022353131166392332,0.02574698815303846,-0.07387957140602125,-0.05131369089322918,-0.06627240551722496
image_3,/app/images_aligned/image/extractions/image_3.png,/app/images_aligned/image/masks/image_3_mask.png,image,45,29,0.6444444444444445,859,149.4386001800126,0.8296568350342429,0.8251681075888568,0.48336749969384213,95.0,122.0,92.0,98.87548638132296,121.72568093385215,93.01556420233463,163.0,183.0,161.0,152.53112840466926,169.78793774319067,147.53891050583658,43,55,38,118,133,113,170,190,169,218,232,211,0.24563445867287545,0.2479627473806752,0.25145518044237486,0.2549476135040745,-0.28578727907693047,0.03435142686901883,-0.24890313422653734,-0.04829552570623331,-0.18947547430291917,-0.10937753337830745,-0.10470011404768406,-0.12640997343943702,-0.08009124404397298,-0.20184571409382326,-0.08369742217224725,-0.2806892220946705,-0.16779195544064565,-0.24703550345712474,-0.22218365683077507,-0.23882960195048608,-0.2680120949489651,-0.20766417683553817,-0.30925868527013817,-0.28235138746396166,-0.2607390647007431,-0.35267534927356986,-0.18506786483719287,-0.3963546112291525,-0.11900774869674817,-0.3933748759414735,-0.07305661752798132,-0.4670510277943997,0.012061785100905761,-0.4660321923245046,0.0029006908694587854,-0.4157888112663639,0.05742720570716252,-0.3817661619281996,0.09197756165050217,-0.3137494986863543,0.16008135584565553,-0.2910165339986424,0.24430393791192723,-0.3046048345234519,0.32898772051199965,-0.2884257708156436,0.38273078376478253,-0.22644618086119186,0.3819461468634624,-0.14172676705899676,0.3477703917691512,-0.07790221976090016,0.28865377929776176,-0.01694991540810376,0.2040003067659806,0.01293586534657429,0.13700261607553024,-0.040433765898891603,0.052490681422164634,-0.02798114881878087,0.036865231100021593,0.03583352113617169,0.09076672397952676,0.0779814123820464,0.15714387661474988,0.08226248369202149,0.19926251066797795,0.10477156227345355,0.17347723940946883,0.18945923195160763,0.1551868867285649,0.2737761731282881,0.15765747732354274,0.3467813086244207,0.20615524504339128,0.2755728620177321,0.24299102890912427,0.3101557312212022,0.18970365822694427,0.3769541953590097,0.1286022853880853,0.37704851383319343,0.1077695344452954,0.45087410344534307,0.05313668265662703,0.5162693806721141,-0.03077438466812946,0.5329489722056003,-0.09786626082631278,0.479540451818469,-0.18253229888221736,0.46948158540128343,-0.24928451694901382,0.41701991489609996,-0.2886414029128162,0.35255392361920435,-0.25392008847708647,0.2684625011691027,-0.29677753276649393,0.19617255816605597,-0.30571400360493994,0.1208631126208712,-0.28777049883927436,0.04270751215931964
image_11,/app/images_aligned/image/extractions/image_11.png,/app/images_aligned/image/masks/image_11_mask.png,image,34,22,0.6470588235294118,497,141.5035713374682,0.7004254199057406,0.753030303030303,0.31191154570265067,112.0,168.0,141.0,113.2051282051282,163.78974358974358,141.6102564102564,176.0,211.0,195.0,169.3230769230769,202.2871794871795,187.76410256410256,57,74,62,136,163,149,187,220,205,225,249,236,0.2454728370221328,0.24949698189134809,0.24346076458752516,0.26156941649899396,-0.2665177316170494,-0.03170019903033621,-0.22819516994700828,-0.113890857361788,-0.18721831605965183,-0.20730746406399628,-0.18268290626545025,-0.30849419524505034,-0.1925804437492778,-0.4020594756431073,-0.2931992658791712,-0.4089638793889769,-0.32471182006575444,-0.4770331365939859,-0.24840006385345617,-0.5346020594818516,-0.14925681437929933,-0.5287330961481608,-0.1743081189732884,-0.4257546081253607,-0.10314789388262394,-0.37776750534040754,-0.005099018876255498,-0.3980870930219638,0.05029990892771174,-0.4748032394365098,0.13447840840846897,-0.501030683529602,0.22329500068907449,-0.45343003223133255,0.22985936085024888,-0.35800666019606214,0.2656961867609494,-0.26284848272765937,0.31882546076243423,-0.170093390647181,0.3719547347639202,-0.07733829856670328,0.3305999002705799,-0.025190014140960417,0.27493631374724015,-0.09181652194503497,0.21611996769533826,-0.13456614973547226,0.13594233598290356,-0.10092766061079089,0.05021647403138234,-0.042355875848306246,0.043773200910987485,0.05878675568819855,0.12893600505718442,0.08770037851476344,0.22672360112685574,0.06861150723764384,0.3251413335906529,0.09877919465095814,0.33721887536448425,0.19745663093980975,0.32895885853583323,0.2988285458814003,0.2982088947247119,0.39689513341365673,0.2453684293569309,0.35386850399212333,0.1464045376418218,0.3473475194796345,0.07855978138765958,0.41193922401652106,0.005181670832330074,0.4498442141147492,-0.0710110448817928,0.4039492045345121,0.015950420560371187,0.373955346478955,0.03244743337254927,0.28234660892162117,-0.013944569822764584,0.20914478302331724,-0.10093876836671105,0.1824475848797977,-0.10821542681598234,0.28163391777582353,-0.1671701782242287,0.33260128868957184,-0.1747417100105965,0.42444895191423404,-0.196842129550318,0.4653979405181486,-0.2326499599074299,0.39403208264164347,-0.25886242735688464,0.3176779440606679,-0.28574299823380594,0.243784739206391,-0.31205151715285595,0.16778423504205875,-0.2763746098451668,0.08001433893192215,-0.26123419163580086,-0.02247599548752365
image_39,/app/images_aligned/image/extractions/image_39.png,/app/images_aligned/image/masks/image_39_mask.png,image,34,19,0.5588235294117647,358,95.1543289325507,0.8687891395557145,0.8154897494305239,0.4968620067783783,81.5,110.0,75.5,87.91780821917808,114.73287671232876,83.54109589041096,152.5,174.5,147.0,144.4931506849315,165.16438356164383,140.76712328767124,34,46,31,100,119,96,159,178,150,199,221,198,0.24581005586592178,0.24581005586592178,0.2430167597765363,0.26536312849162014,-0.1774578039045334,-0.02239750835403728,-0.2194527753992645,-0.07045705016154549,-0.22976457009356896,-0.1296842513131999,-0.1928465680794414,-0.17690495429807612,-0.13607916604287304,-0.19594839122437233,-0.10488169745965717,-0.23980551351456925,-0.11949368665721838,-0.2979869371604337,-0.11281954332555966,-0.36205248554962344,-0.10614539999390088,-0.4261180339388132,-0.06912989878722618,-0.47423248574778154,-0.019109419793574695,-0.5148143826730412,0.025360825192785662,-0.4933596877495933,0.0659427654985697,-0.4433392439581693,0.106524707609001,-0.39331880163090205,0.1320161531774424,-0.3383936450853151,0.16570821016008286,-0.28586245463299476,0.20629020273891893,-0.2358420532587534,0.24687190049539043,-0.18582141267627283,0.28745383295702115,-0.13580096250595164,0.32185535597054143,-0.08355141589538989,0.3069471641025921,-0.023453059126196645,0.24985801536360389,-0.00476917735874715,0.2157864850256572,0.044415870901142004,0.24096803874133232,0.09942808601585511,0.247501658284723,0.16002887526552145,0.23183144778640807,0.20546472165402882,0.17754937801962362,0.23263230518799566,0.12479473928458228,0.26430788823012447,0.07477434846844178,0.3048898938444336,0.058807154782746236,0.36434442871835376,0.03618244363887594,0.4201876074271149,-0.013838100531064594,0.46076942400971305,-0.06875918765070145,0.48518561732695875,-0.117667592096591,0.4491779468059007,-0.1650167416676494,0.4107291045837775,-0.18751246646585462,0.3549298811723736,-0.13762546079260501,0.32344860075619725,-0.08422024786537467,0.2939027357548676,-0.07288882162440928,0.24822459590071763,-0.11347077806196905,0.1982041651974215,-0.1540527040461119,0.14818370977526307,-0.17239426086836188,0.09106859838834577,-0.15892359808908194,0.046639493489349385,-0.110683856179248,0.0789548920923011,-0.050605283398479965,0.07065846647971165,-0.028401822837742723,0.01454270357029756,-0.03205942020875167,-0.046523822407559756,-0.0726413456838812,-0.09654427822132233,-0.12253110944213237,-0.06695980485696419,-0.17255150025151061,-0.02637779924814142
image_31,/app/images_aligned/image/extractions/image_31.png,/app/images_aligned/image/masks/image_31_mask.png,image,30,21,0.7,349,96.91168824543142,0.8494940424452413,0.7670329670329671,0.46696353983057176,120.0,186.0,151.0,112.90298507462687,167.33582089552237,143.47761194029852,181.5,221.0,201.0,166.40298507462686,200.61194029850745,186.2537313432836,38,52,42,129,154,139,178,221,204,216,246,232,0.2492836676217765,0.2492836676217765,0.2492836676217765,0.2521489971346705,-0.20858404583777854,-0.07210405646230618,-0.22830788836553384,-0.14947267729190125,-0.24901292139727788,-0.22621675303414487,-0.20343562967883805,-0.2887238853670261,-0.18456517606186904,-0.37108415597675365,-0.12669372649892133,-0.41955115557817396,-0.058717821013926697,-0.4531889325836791,-0.041439660769610066,-0.5362926937637663,0.026515801380748046,-0.5689920810349558,0.06013213290949485,-0.5016379065061318,0.04285397266517853,-0.41853414532604466,0.03779700412605874,-0.3372499186092451,0.08562678086149376,-0.26770506653277437,0.14682448326258846,-0.21676288346843148,0.1418081691549453,-0.1549030191209007,0.07082743180721467,-0.10835729032353733,0.08022645678840108,-0.04366457397348469,0.1448404115802545,-0.006801823581227393,0.21582114892798543,-0.0533475523785902,0.2980373703596647,-0.041173302264289176,0.38114113153975215,-0.023895142019972927,0.41848759226084814,0.041917999585829854,0.37867053395085504,0.11002497817447397,0.2973957339154261,0.10372915382653548,0.2202501503546533,0.12240297094839515,0.1429291680496182,0.0977314004388558,0.07501179886344403,0.05749315667036217,0.0032938178029412414,0.06789742511722964,-0.06517319716990244,0.02834719755950826,-0.13047223629257051,0.06632923455199485,-0.12582848786589496,0.14564822251944512,-0.051379995749324434,0.1762508107362138,0.031723765430762864,0.1935289709805303,0.10606991882152189,0.2246276691270103,0.16855380787255927,0.2741372283868165,0.2150995366699228,0.3451179657345483,0.2029678424477497,0.4053498029794344,0.12755894991604153,0.4310079189650442,0.04445518873595356,0.41372975872072787,-0.03864857244413405,0.3964515984764108,-0.10113627702869905,0.34720077197154753,-0.1695988508617096,0.3077816244583476,-0.2464446895594125,0.2807306350152533,-0.30993021771305607,0.233146625265146,-0.3713974628887108,0.18315067697378157,-0.3711296471390342,0.12142091356832589,-0.2973989784765044,0.08884186974215617,-0.2236606025665498,0.054735777113965385,-0.15795294810820418,0.006057068555259282,-0.20401106696861537,-0.06513041096581022
image_12,/app/images_aligned/image/extractions/image_12.png,/app/images_aligned/image/masks/image_12_mask.png,image,21,13,0.6190476190476191,177,57.526911934581186,0.9495975911255425,0.8428571428571429,0.6721110061578365,116.5,209.0,186.5,110.03703703703704,184.96296296296296,167.38888888888889,179.0,233.0,221.5,169.3148148148148,216.2037037037037,206.11111111111111,65,86,78,139,173,165,187,233,223,213,250,243,0.24293785310734464,0.24858757062146894,0.2542372881355932,0.2542372881355932,-0.04596913780589486,0.04070618032077033,-0.0529963721530411,-0.022158542367159827,-0.11042701303797581,-0.050648312300551564,-0.15568808446626237,-0.09505550639243311,-0.21966608848397362,-0.11487286290927189,-0.25145584109393104,-0.16960552880616858,-0.24313140235023706,-0.23137864441172604,-0.3045757388609923,-0.25202484642065454,-0.28513888335035964,-0.31536172828401593,-0.21980961114905737,-0.3004255059452146,-0.20227518848795234,-0.3659357590208825,-0.15457775504727891,-0.40926996340765387,-0.12783902978794,-0.46065322109051915,-0.06626714564734776,-0.43783124309117116,-0.03133023919699014,-0.379559300734398,0.024542148797272647,-0.34875051375350885,0.0904507578553867,-0.33225015162485233,0.15635938348225925,-0.3157498556852295,0.19742129736151215,-0.3422849396948837,0.23908820936225159,-0.36879233772894227,0.29139062373378327,-0.3332095792589162,0.3263275301841416,-0.2749376369021434,0.311634509485637,-0.20929735593568258,0.3332350170526333,-0.14827558858981815,0.31673458873545296,-0.08236699610250528,0.29714766055375263,-0.0187138514717198,0.23887571819698034,0.01622305497863828,0.18060377584020754,0.05115996142899604,0.15735986814647487,0.11233287158502203,0.1817427182756559,0.1725982687567461,0.21667962472601401,0.23087021111351833,0.2225277423887497,0.2939303334984703,0.20602738026009249,0.35983894255658344,0.16996605238599904,0.41145610167483515,0.11201106324989378,0.44670398666348066,0.0941624780019389,0.5120691135370339,0.036732115862194936,0.539346778909481,-0.02500620288605571,0.5164494536115379,-0.0599431093364137,0.4581775112547648,-0.09488001578677238,0.3999055688979928,-0.15868197786170737,0.3797933135832583,-0.19780185892412216,0.32662476521773237,-0.2127308774270652,0.2649117181413737,-0.22573383221128554,0.2154992419487305,-0.2660794772188118,0.18340620278383274,-0.23844405268194538,0.12544067398013245,-0.1757111446814761,0.1173921838040912,-0.13292181620153387,0.09342734378139729,-0.09435831611288961,0.06400521787199573,-0.04758005168897034,0.04714077202960726
image_45,/app/images_aligned/image/extractions/image_45.png,/app/images_aligned/image/masks/image_45_mask.png,image,46,40,0.8695652173913043,1171,203.58073580374355,0.7096351079642719,0.8004101161995899,0.3550531742467644,29.0,95.5,86.5,40.36338028169014,104.0661971830986,95.91408450704225,95.0,163.5,156.5,95.0887323943662,153.27464788732394,147.44507042253522,28,48,41,74,123,118,104,180,175,164,215,203,0.24594363791631085,0.24679760888129804,0.251067463706234,0.2561912894961571,-0.38325480337573997,-0.0015281777537622518,-0.4027963408798852,-0.11560090242828243,-0.3438922041941558,-0.20239487018430394,-0.34756512141214835,-0.3141572340167242,-0.29455069360155717,-0.4180073442094045,-0.20682583022650822,-0.4777351613158502,-0.10624902116704091,-0.4379616653223104,-0.0331157975639415,-0.5226025284517544,0.052481586701187126,-0.46133112661417575,0.16518295682608575,-0.47328467269361524,0.1010207031325277,-0.3965747621895686,0.051092948176671385,-0.3055061607245369,0.05399164098533436,-0.19130594042499294,0.031205064083496936,-0.09203086474787577,0.13066077716104407,-0.10931849956217489,0.21231978796004525,-0.06254658255867333,0.25969891735466116,-0.16636043107381962,0.26094527776412274,-0.28094602814443664,0.2799747874703942,-0.3936692080569765,0.3686948460347729,-0.3428585305520361,0.3877962967135875,-0.22970235487010596,0.40751154242986065,-0.11526764239520192,0.4725309255604957,-0.016520796479600117,0.4651893337617544,0.07770439584569776,0.4408722233974756,0.15042792083880976,0.3626034505384523,0.21013967801223693,0.27936861980582817,0.1314019584688524,0.17833806471769673,0.0740178960173165,0.12128259243315288,0.13227906284322322,0.06451168042825979,0.21975777905283797,0.12464127494077705,0.29314005352815437,0.1860964999298466,0.35522905188251425,0.08636365978122335,0.40299793749519053,-0.02875498347632011,0.3878177076536931,-0.09998203053391327,0.47739747154824563,-0.18777844150629963,0.46897793546254907,-0.24431878003450766,0.37772188303540155,-0.3293084690953624,0.3113692439768354,-0.2628610281284731,0.21841935852980923,-0.18930332686118134,0.29240748647213527,-0.12363200411984196,0.3496701054850846,-0.09382434122663709,0.27090426124655254,-0.047780369694715656,0.18560868940792508,-0.023188328959796528,0.08814692910317146,-0.11445903085510471,0.05911323057502665,-0.2008407674379194,0.13580816054949588,-0.3140061851130597,0.15491413153973976,-0.3883093337325574,0.18435212578031765,-0.3997924481281151,0.1080398753812523,-0.37798577676397216,0.009447155038116564
image_32,/app/images_aligned/image/extractions/image_32.png,/app/images_aligned/image/masks/image_32_mask.png,image,54,30,0.5555555555555556,1282,169.6812408671319,0.8775966481883288,0.8810996563573883,0.5595388246338253,115.0,152.0,111.0,114.21986607142857,145.7734375,107.84151785714286,178.0,202.0,175.0,169.51897321428572,190.9296875,165.05691964285714,72,86,68,142,161,136,181,205,179,220,238,212,0.24648985959438377,0.250390015600624,0.25117004680187205,0.25195007800312014,-0.18622210413034423,0.008319968853416786,-0.15351597560675523,-0.03884611860833993,-0.10332509187708645,-0.05282588211035619,-0.05143856268672352,-0.0926450551272408,-0.07712659209973687,-0.14025731975257705,-0.12606549618211518,-0.13308653725129588,-0.15802038290062662,-0.07833764493753727,-0.21446372395525445,-0.11155955000103217,-0.2214247229671898,-0.17980696309108546,-0.19879570591796744,-0.24002661606230916,-0.1724181396067823,-0.30004480662844973,-0.21676698752161044,-0.34944357533606,-0.2404191375190427,-0.40955321299688385,-0.2213560103442823,-0.47043998150680677,-0.15982021184787557,-0.4907287280193843,-0.09653775626165721,-0.476311537153372,-0.033174742367055685,-0.4619010064957663,0.026211640774897727,-0.4339521273800877,0.0784886330045612,-0.42595657040002194,0.14102855945720932,-0.4092651360010674,0.19370966771965276,-0.3646298004065571,0.23383651393475488,-0.3124827257604986,0.28152591498434454,-0.27567746446922364,0.30610823114924685,-0.21600801696481406,0.32980471309416715,-0.15704860245275887,0.2781625351290653,-0.11750505204382711,0.31133472379546967,-0.06533363548183958,0.32396114339863635,-6.876661321896398e-05,0.3296503111703844,0.06874435511137802,0.30591270772373164,0.12819019862464756,0.2853172083875649,0.18485220355544565,0.32391154527713684,0.23699638410237128,0.28528666833722127,0.28105435065701634,0.26874719941745756,0.3434150733666314,0.22411193764489853,0.3960962441724155,0.17222106373064708,0.4359205042109365,0.12290789541849398,0.44870281015818014,0.05409477369389756,0.4543919779299284,-0.014718348030697846,0.4600811457016766,-0.07446546810710256,0.4846698834949296,-0.13436560417340754,0.5092712719806158,-0.19123156649952894,0.47467448616687863,-0.25324336093316974,0.4544891202262753,-0.2723907082878208,0.3920611313273871,-0.25793170179584296,0.3292007234336333,-0.2432225197853038,0.2666991800853014,-0.2088326052480947,0.21016560147622815,-0.21272118982498434,0.14167846334859843,-0.19665888100381815,0.07895198096485376,-0.18566028976156168,0.015115374103665811
